EMA;DATA;TM;TX;Data Extrem TX;TN;Data Extrem TN;HRM;HRX;Data Extrem HRX;HRN;Data Extrem HRN;PM;PX;Data Extrem PX;PN;Data Extrem PN;PPT;RS24h;VVM10;DVM10;VVX10;Data Extrem VVX10;DVVX10;Data Extrem DVVX10
X4;26/05/2022;22,5;25,8;2022-05-26 14:41:00;18,6;2022-05-26 05:47:00;40;56;2022-05-26 19:43:00;25;2022-05-26 09:51:00;1016,5;1017,9;2022-05-26 09:30:00;1015,5;2022-05-26 23:59:00;0;29,9;2;251;6,6;2022-05-26 12:07:00;167;2022-05-26 12:07:00
X4;27/05/2022;23,6;27,4;2022-05-27 17:09:00;20,2;2022-05-27 04:44:00;49;59;2022-05-27 10:46:00;39;2022-05-27 08:03:00;1014;1015,7;2022-05-27 09:30:00;1012,2;2022-05-27 17:23:00;0;23,3;1,5;217;6,3;2022-05-27 13:41:00;222;2022-05-27 13:41:00
X4;28/05/2022;24;30;2022-05-28 09:39:00;20,5;2022-05-28 23:30:00;56;85;2022-05-28 23:21:00;28;2022-05-28 09:37:00;1008;1012,5;2022-05-28 00:00:00;1004,9;2022-05-28 23:55:00;0;29,8;1,8;81;7,1;2022-05-28 10:19:00;174;2022-05-28 10:19:00
X4;29/05/2022;21,1;24,7;2022-05-29 09:00:00;19,6;2022-05-29 04:35:00;65;97;2022-05-29 04:02:00;47;2022-05-29 23:48:00;1003,9;1005;2022-05-29 11:00:00;1002,5;2022-05-29 23:38:00;0;29,8;2;111;7;2022-05-29 10:43:00;104;2022-05-29 10:43:00
X4;30/05/2022;21;23,3;2022-05-30 10:27:00;19,6;2022-05-30 04:30:00;51;65;2022-05-30 12:14:00;37;2022-05-30 20:49:00;1004,6;1008,6;2022-05-30 22:30:00;1001,4;2022-05-30 04:00:00;0;28,2;2;79;6,6;2022-05-30 14:26:00;88;2022-05-30 14:26:00
X4;31/05/2022;21,4;24,5;2022-05-31 12:22:00;19,5;2022-05-31 04:41:00;59;88;2022-05-31 23:16:00;35;2022-05-31 12:52:00;1009,9;1012,4;2022-05-31 22:30:00;1007,2;2022-05-31 02:41:00;0;30,1;1,8;109;6,2;2022-05-31 15:49:00;129;2022-05-31 15:49:00
X4;01/06/2022;22,6;26,1;2022-06-01 09:43:00;18,9;2022-06-01 04:21:00;73;100;2022-06-01 04:30:00;50;2022-06-01 10:23:00;1010,8;1012,4;2022-06-01 00:00:00;1009,3;2022-06-01 17:54:00;0;29,9;1,9;208;6,4;2022-06-01 11:02:00;168;2022-06-01 11:02:00
X4;02/06/2022;21,4;23,8;2022-06-02 14:33:00;19,3;2022-06-02 23:54:00;75;100;2022-06-02 23:30:00;59;2022-06-02 14:30:00;1010;1012;2022-06-02 10:29:00;1008,3;2022-06-02 05:02:00;0;24,8;2,5;93;7,5;2022-06-02 09:33:00;83;2022-06-02 09:33:00
X4;03/06/2022;21,8;27,6;2022-06-03 08:54:00;19,2;2022-06-03 00:09:00;82;100;2022-06-03 21:30:00;40;2022-06-03 09:08:00;1009,7;1011,2;2022-06-03 22:34:00;1007,8;2022-06-03 03:33:00;0;25,6;2;118;6,7;2022-06-03 13:54:00;129;2022-06-03 13:54:00
X4;04/06/2022;22,6;26,5;2022-06-04 17:31:00;20,2;2022-06-04 03:23:00;79;99;2022-06-04 04:22:00;46;2022-06-04 17:52:00;1010,4;1011,9;2022-06-04 09:13:00;1009,1;2022-06-04 01:11:00;0;28,4;1,8;139;6,6;2022-06-04 12:51:00;142;2022-06-04 12:51:00
X4;05/06/2022;23,6;26,8;2022-06-05 15:32:00;21,1;2022-06-05 05:02:00;70;98;2022-06-05 23:08:00;50;2022-06-05 15:32:00;1013,8;1016,9;2022-06-05 23:35:00;1010,8;2022-06-05 04:04:00;0;29,7;2;150;7,2;2022-06-05 14:31:00;203;2022-06-05 14:31:00
X4;06/06/2022;24,6;27,9;2022-06-06 12:33:00;21,3;2022-06-06 03:04:00;62;88;2022-06-06 00:00:00;43;2022-06-06 12:23:00;1014,6;1016,6;2022-06-06 00:00:00;1012;2022-06-06 19:14:00;0;29,3;2,1;212;9,1;2022-06-06 15:27:00;261;2022-06-06 15:27:00
X4;07/06/2022;24,1;27,4;2022-06-07 12:21:00;21,9;2022-06-07 23:56:00;64;74;2022-06-07 19:49:00;49;2022-06-07 12:31:00;1013,4;1014,7;2022-06-07 09:30:00;1011,6;2022-06-07 23:59:00;0;28,5;2,1;141;8,8;2022-06-07 12:46:00;208;2022-06-07 12:46:00
X4;08/06/2022;23,3;26,7;2022-06-08 11:38:00;21,8;2022-06-08 04:33:00;67;81;2022-06-08 14:23:00;55;2022-06-08 17:32:00;1010;1012,5;2022-06-08 23:00:00;1008;2022-06-08 11:51:00;0;18,7;1,9;173;7,9;2022-06-08 14:38:00;94;2022-06-08 14:38:00
X4;09/06/2022;22,5;24,5;2022-06-09 06:38:00;21,2;2022-06-09 23:50:00;66;73;2022-06-09 23:55:00;49;2022-06-09 07:04:00;1013,5;1016,3;2022-06-09 22:30:00;1011,4;2022-06-09 04:08:00;0;29;2,4;189;7,3;2022-06-09 10:43:00;133;2022-06-09 10:43:00
X4;10/06/2022;23,8;27,2;2022-06-10 15:28:00;20,2;2022-06-10 04:23:00;68;79;2022-06-10 04:31:00;55;2022-06-10 14:57:00;1015,5;1016,9;2022-06-10 10:24:00;1014;2022-06-10 17:06:00;0;30,1;2,3;239;8,2;2022-06-10 12:45:00;200;2022-06-10 12:45:00
X4;11/06/2022;25,5;29,1;2022-06-11 13:07:00;22;2022-06-11 04:03:00;58;75;2022-06-11 16:28:00;36;2022-06-11 11:38:00;1016,6;1018,3;2022-06-11 21:30:00;1015,5;2022-06-11 02:04:00;0;30,2;1,7;171;7,1;2022-06-11 13:15:00;155;2022-06-11 13:15:00
X4;12/06/2022;27,5;31,5;2022-06-12 09:43:00;23,3;2022-06-12 04:26:00;46;61;2022-06-12 12:49:00;32;2022-06-12 10:45:00;1015,9;1017,4;2022-06-12 09:48:00;1013;2022-06-12 18:32:00;0;28;1,7;195;7,6;2022-06-12 16:44:00;250;2022-06-12 16:44:00
X4;13/06/2022;28,1;32,7;2022-06-13 11:56:00;23,1;2022-06-13 05:01:00;41;73;2022-06-13 04:57:00;25;2022-06-13 16:13:00;1013,9;1016;2022-06-13 07:34:00;1012,3;2022-06-13 19:02:00;0;29,1;1,8;219;7,4;2022-06-13 14:51:00;251;2022-06-13 14:51:00
X4;14/06/2022;26,3;28;2022-06-14 18:33:00;24,1;2022-06-14 04:33:00;43;63;2022-06-14 16:13:00;27;2022-06-14 21:49:00;1012,3;1013,6;2022-06-14 11:28:00;1011,1;2022-06-14 19:07:00;0;21,6;1,8;165;7,7;2022-06-14 23:09:00;291;2022-06-14 23:09:00
X4;15/06/2022;27;31,7;2022-06-15 09:25:00;24,6;2022-06-15 23:20:00;51;75;2022-06-15 16:49:00;26;2022-06-15 01:23:00;1012,9;1014,8;2022-06-15 21:21:00;1009,8;2022-06-15 04:30:00;0;24,3;1,9;160;8;2022-06-15 04:54:00;258;2022-06-15 04:54:00
X4;16/06/2022;28,3;34;2022-06-16 10:15:00;24,1;2022-06-16 04:25:00;53;71;2022-06-16 19:04:00;22;2022-06-16 23:52:00;1014,2;1015,1;2022-06-16 12:37:00;1013,6;2022-06-16 05:31:00;0;29;1,5;192;6,4;2022-06-16 23:45:00;279;2022-06-16 23:45:00
X4;17/06/2022;30,5;33,1;2022-06-17 10:10:00;27,1;2022-06-17 03:18:00;31;39;2022-06-17 07:14:00;21;2022-06-17 01:39:00;1014,6;1015,9;2022-06-17 12:01:00;1013,5;2022-06-17 02:02:00;0;27,7;1,4;187;6;2022-06-17 12:54:00;181;2022-06-17 12:54:00
X4;18/06/2022;26,5;29,6;2022-06-18 09:07:00;23,4;2022-06-18 22:00:00;63;95;2022-06-18 19:36:00;32;2022-06-18 01:04:00;1012,6;1014,3;2022-06-18 08:00:00;1010;2022-06-18 23:50:00;0;28;2,5;83;6,9;2022-06-18 05:19:00;87;2022-06-18 05:19:00
X4;19/06/2022;25,5;27,5;2022-06-19 12:57:00;23,4;2022-06-19 03:50:00;76;93;2022-06-19 03:43:00;66;2022-06-19 07:47:00;1008,2;1010,4;2022-06-19 00:00:00;1006,6;2022-06-19 19:12:00;0;27;3,2;78;8,4;2022-06-19 18:00:00;83;2022-06-19 18:00:00
X4;20/06/2022;25,6;28,4;2022-06-20 13:49:00;23,6;2022-06-20 04:30:00;71;81;2022-06-20 22:33:00;58;2022-06-20 07:36:00;1007,6;1009,2;2022-06-20 23:09:00;1006,4;2022-06-20 05:15:00;0;24,9;1,9;123;6,6;2022-06-20 12:33:00;155;2022-06-20 12:33:00
X4;21/06/2022;26,1;30,5;2022-06-21 12:47:00;21,5;2022-06-21 23:32:00;69;97;2022-06-21 23:30:00;42;2022-06-21 13:03:00;1006,9;1010,5;2022-06-21 23:12:00;1005,3;2022-06-21 02:58:00;4,5;14;2;218;14,4;2022-06-21 22:43:00;321;2022-06-21 22:43:00
X4;22/06/2022;24,5;28,5;2022-06-22 16:49:00;21,8;2022-06-22 00:04:00;74;91;2022-06-22 00:12:00;58;2022-06-22 16:48:00;1006,4;1008,2;2022-06-22 00:04:00;1004,2;2022-06-22 03:13:00;0,9;22,1;2,1;155;7,7;2022-06-22 15:57:00;222;2022-06-22 15:57:00
X4;23/06/2022;25,5;28,9;2022-06-23 14:49:00;23,2;2022-06-23 03:31:00;65;91;2022-06-23 01:11:00;45;2022-06-23 17:55:00;1007,7;1008,8;2022-06-23 21:00:00;1006,2;2022-06-23 02:38:00;0;28,5;2,6;218;9,2;2022-06-23 15:52:00;233;2022-06-23 15:52:00
X4;24/06/2022;25,6;30,9;2022-06-24 14:54:00;22,4;2022-06-24 23:30:00;57;81;2022-06-24 20:28:00;26;2022-06-24 15:09:00;1008,8;1011;2022-06-24 21:30:00;1007,6;2022-06-24 02:44:00;0;30,3;2,7;80;9,5;2022-06-24 17:15:00;100;2022-06-24 17:15:00
X4;25/06/2022;24,4;27,3;2022-06-25 17:18:00;21,6;2022-06-25 04:31:00;74;98;2022-06-25 23:59:00;57;2022-06-25 17:13:00;1008,1;1010,2;2022-06-25 01:13:00;1006;2022-06-25 18:06:00;0;30,3;2;107;6,4;2022-06-25 14:00:00;171;2022-06-25 14:00:00
X4;26/06/2022;24,3;26,4;2022-06-26 14:23:00;23;2022-06-26 03:44:00;79;98;2022-06-26 00:03:00;66;2022-06-26 10:10:00;1006,9;1008,5;2022-06-26 23:41:00;1005,4;2022-06-26 17:31:00;0;27,8;2,4;96;9;2022-06-26 07:18:00;110;2022-06-26 07:18:00
X4;27/06/2022;24,9;28;2022-06-27 15:01:00;22,8;2022-06-27 04:46:00;65;95;2022-06-27 01:51:00;42;2022-06-27 15:01:00;1010,8;1014;2022-06-27 21:01:00;1007,7;2022-06-27 03:41:00;0;21,6;2,4;129;9,8;2022-06-27 22:34:00;6;2022-06-27 22:34:00
X4;28/06/2022;25,3;28,7;2022-06-28 17:16:00;21,5;2022-06-28 05:17:00;52;73;2022-06-28 23:59:00;40;2022-06-28 10:57:00;1012;1013,6;2022-06-28 07:01:00;1009,4;2022-06-28 17:00:00;0;29,6;2,5;247;10,4;2022-06-28 16:01:00;223;2022-06-28 16:01:00
X4;29/06/2022;25,1;29,1;2022-06-29 13:59:00;22,1;2022-06-29 04:44:00;66;79;2022-06-29 20:41:00;51;2022-06-29 17:08:00;1010,2;1012,9;2022-06-29 00:00:00;1007,5;2022-06-29 19:44:00;0;29,9;2,2;210;9;2022-06-29 12:55:00;206;2022-06-29 12:55:00
X4;30/06/2022;25,4;29,3;2022-06-30 13:40:00;22,8;2022-06-30 04:22:00;61;83;2022-06-30 19:18:00;40;2022-06-30 16:03:00;1008,8;1012,3;2022-06-30 23:00:00;1007,3;2022-06-30 16:52:00;0;27,6;2,5;203;9,5;2022-06-30 19:39:00;69;2022-06-30 19:39:00
X4;01/07/2022;23,4;25,3;2022-07-01 14:31:00;22,3;2022-07-01 23:57:00;57;70;2022-07-01 00:36:00;44;2022-07-01 06:23:00;1014,1;1016,8;2022-07-01 23:17:00;1011,3;2022-07-01 03:00:00;0;26;2;134;7,4;2022-07-01 14:56:00;128;2022-07-01 14:56:00
X4;02/07/2022;24,2;26,6;2022-07-02 16:31:00;21,6;2022-07-02 04:10:00;58;67;2022-07-02 08:15:00;35;2022-07-02 16:22:00;1015,4;1016,5;2022-07-02 10:32:00;1014,3;2022-07-02 19:39:00;0;27,3;1,7;141;6,1;2022-07-02 10:31:00;76;2022-07-02 10:31:00
X4;03/07/2022;25,6;29;2022-07-03 15:46:00;22,9;2022-07-03 04:30:00;57;78;2022-07-03 07:41:00;28;2022-07-03 21:19:00;1013,8;1015,4;2022-07-03 20:57:00;1010,1;2022-07-03 18:01:00;0;26,3;1,6;123;6,8;2022-07-03 17:57:00;64;2022-07-03 17:57:00
X4;04/07/2022;26,8;31,5;2022-07-04 07:54:00;24,2;2022-07-04 02:46:00;50;75;2022-07-04 23:59:00;19;2022-07-04 09:56:00;1012,8;1014,2;2022-07-04 23:56:00;1011,6;2022-07-04 07:21:00;0;28,8;1,7;100;6,4;2022-07-04 11:54:00;98;2022-07-04 11:54:00
X4;05/07/2022;27;30,6;2022-07-05 09:21:00;24,1;2022-07-05 02:04:00;54;79;2022-07-05 00:10:00;40;2022-07-05 09:32:00;1014,9;1018,9;2022-07-05 20:01:00;1013,1;2022-07-05 22:00:00;1;26,6;1,7;141;10;2022-07-05 20:58:00;24;2022-07-05 20:58:00
X4;06/07/2022;26,3;29,8;2022-07-06 14:18:00;23,2;2022-07-06 23:36:00;56;71;2022-07-06 05:50:00;44;2022-07-06 11:30:00;1015,7;1018,2;2022-07-06 11:46:00;1014,1;2022-07-06 02:04:00;1,2;12,2;2,1;307;11,2;2022-07-06 17:57:00;303;2022-07-06 17:57:00
X4;07/07/2022;26,6;30,4;2022-07-07 17:00:00;22,8;2022-07-07 05:36:00;51;63;2022-07-07 20:07:00;38;2022-07-07 17:03:00;1016,5;1017,4;2022-07-07 12:22:00;1015,4;2022-07-07 17:03:00;0;29,2;2,3;253;7,7;2022-07-07 16:16:00;237;2022-07-07 16:16:00
X4;08/07/2022;26,3;28,7;2022-07-08 17:04:00;23,5;2022-07-08 04:03:00;52;70;2022-07-08 07:35:00;41;2022-07-08 12:11:00;1017,7;1018,9;2022-07-08 21:54:00;1016,3;2022-07-08 02:44:00;0;29,7;2,2;184;8,4;2022-07-08 13:30:00;220;2022-07-08 13:30:00
X4;09/07/2022;26,4;28,6;2022-07-09 11:58:00;23,9;2022-07-09 04:27:00;56;68;2022-07-09 22:02:00;39;2022-07-09 01:02:00;1017,2;1018,8;2022-07-09 10:42:00;1015,4;2022-07-09 23:56:00;0;29,6;1,8;176;7,8;2022-07-09 12:19:00;181;2022-07-09 12:19:00
X4;10/07/2022;27,5;31,2;2022-07-10 13:50:00;24,3;2022-07-10 04:08:00;51;64;2022-07-10 22:04:00;32;2022-07-10 14:05:00;1013,6;1015,6;2022-07-10 00:00:00;1012,2;2022-07-10 23:58:00;0;29,7;1,9;183;8,5;2022-07-10 14:55:00;206;2022-07-10 14:55:00
X4;11/07/2022;26,7;28,9;2022-07-11 09:00:00;25;2022-07-11 21:01:00;55;77;2022-07-11 21:00:00;38;2022-07-11 02:01:00;1012,6;1014,3;2022-07-11 22:30:00;1010,8;2022-07-11 04:03:00;0;29,7;1,9;146;6,4;2022-07-11 11:19:00;136;2022-07-11 11:19:00
X4;12/07/2022;26,6;28,2;2022-07-12 15:56:00;24,8;2022-07-12 04:30:00;63;79;2022-07-12 18:47:00;41;2022-07-12 02:54:00;1015,3;1016,6;2022-07-12 12:00:00;1013,4;2022-07-12 01:14:00;0;28,9;2;130;5,9;2022-07-12 10:16:00;82;2022-07-12 10:16:00
X4;13/07/2022;27,9;31,1;2022-07-13 15:26:00;26,2;2022-07-13 23:49:00;57;84;2022-07-13 20:15:00;31;2022-07-13 06:23:00;1016,3;1017,3;2022-07-13 22:49:00;1014,9;2022-07-13 03:53:00;0;29,2;2,1;170;7,1;2022-07-13 12:32:00;122;2022-07-13 12:32:00
X4;14/07/2022;28,5;32,7;2022-07-14 15:01:00;25;2022-07-14 04:52:00;53;76;2022-07-14 00:27:00;34;2022-07-14 16:41:00;1015,2;1017;2022-07-14 00:00:00;1013,1;2022-07-14 23:59:00;0;28,7;1,9;216;6,7;2022-07-14 14:46:00;194;2022-07-14 14:46:00
X4;15/07/2022;30,8;35;2022-07-15 09:04:00;25,8;2022-07-15 03:11:00;37;50;2022-07-15 02:31:00;27;2022-07-15 22:30:00;1012;1013,2;2022-07-15 00:00:00;1011,1;2022-07-15 17:03:00;0;28,8;1,6;212;6,9;2022-07-15 16:01:00;222;2022-07-15 16:01:00
X4;16/07/2022;29,4;31,5;2022-07-16 10:04:00;27,4;2022-07-16 05:10:00;42;53;2022-07-16 23:04:00;29;2022-07-16 02:30:00;1012,7;1013,6;2022-07-16 22:41:00;1011,3;2022-07-16 04:01:00;0;28,4;1,4;146;5,9;2022-07-16 04:42:00;99;2022-07-16 04:42:00
X4;17/07/2022;28,2;30,6;2022-07-17 11:58:00;26;2022-07-17 23:55:00;49;73;2022-07-17 23:59:00;32;2022-07-17 07:19:00;1014,4;1015,5;2022-07-17 12:05:00;1012,5;2022-07-17 03:10:00;0;28,3;1,6;117;6,4;2022-07-17 12:38:00;118;2022-07-17 12:38:00
X4;18/07/2022;26,3;28,6;2022-07-18 14:51:00;24,8;2022-07-18 02:43:00;75;91;2022-07-18 22:03:00;61;2022-07-18 12:30:00;1014,6;1015,8;2022-07-18 10:30:00;1013,2;2022-07-18 17:27:00;0;28,1;1,9;102;5,7;2022-07-18 10:55:00;143;2022-07-18 10:55:00
X4;19/07/2022;27,1;29,8;2022-07-19 15:52:00;24,3;2022-07-19 04:17:00;74;91;2022-07-19 04:38:00;48;2022-07-19 22:41:00;1013;1013,9;2022-07-19 10:38:00;1011,4;2022-07-19 17:17:00;0;28,3;1,6;145;6,7;2022-07-19 13:07:00;168;2022-07-19 13:07:00
X4;20/07/2022;27,6;29,6;2022-07-20 12:24:00;26,1;2022-07-20 05:01:00;65;77;2022-07-20 09:45:00;45;2022-07-20 06:30:00;1014,8;1016,5;2022-07-20 23:00:00;1012,3;2022-07-20 03:03:00;0;27,4;2,1;85;7,5;2022-07-20 12:24:00;102;2022-07-20 12:24:00
X4;21/07/2022;28,6;32,1;2022-07-21 14:21:00;25,8;2022-07-21 03:19:00;57;70;2022-07-21 21:32:00;45;2022-07-21 08:47:00;1014,8;1016,4;2022-07-21 07:31:00;1013,1;2022-07-21 18:30:00;0;27,8;2,2;236;9,7;2022-07-21 14:33:00;222;2022-07-21 14:33:00
X4;22/07/2022;29,1;33,4;2022-07-22 10:43:00;25,3;2022-07-22 04:56:00;59;76;2022-07-22 22:45:00;41;2022-07-22 10:47:00;1012,4;1013,9;2022-07-22 22:36:00;1010,9;2022-07-22 17:00:00;0;27,9;2,4;240;10;2022-07-22 15:05:00;204;2022-07-22 15:05:00
X4;23/07/2022;27,3;29,3;2022-07-23 14:17:00;25,7;2022-07-23 05:00:00;77;92;2022-07-23 22:28:00;65;2022-07-23 03:37:00;1014,3;1015,5;2022-07-23 10:34:00;1013,1;2022-07-23 17:16:00;0;21,4;2,2;132;7,4;2022-07-23 15:32:00;151;2022-07-23 15:32:00
X4;24/07/2022;28,9;32,7;2022-07-24 15:44:00;25,8;2022-07-24 04:30:00;69;97;2022-07-24 04:30:00;43;2022-07-24 17:06:00;1012,7;1014,6;2022-07-24 00:00:00;1010,5;2022-07-24 17:44:00;0;28,3;2,2;222;8,8;2022-07-24 16:24:00;258;2022-07-24 16:24:00
X4;25/07/2022;27,7;29,5;2022-07-25 12:04:00;26,4;2022-07-25 23:52:00;66;82;2022-07-25 08:41:00;49;2022-07-25 06:18:00;1011,6;1012,8;2022-07-25 11:28:00;1010,5;2022-07-25 04:00:00;0;18,8;2,4;122;8;2022-07-25 09:14:00;76;2022-07-25 09:14:00
X4;26/07/2022;27,3;29,4;2022-07-26 09:31:00;25,8;2022-07-26 05:11:00;65;80;2022-07-26 23:43:00;42;2022-07-26 07:33:00;1011;1012,3;2022-07-26 00:00:00;1009,3;2022-07-26 19:02:00;0;24,2;2,8;219;9,4;2022-07-26 14:04:00;187;2022-07-26 14:04:00
X4;27/07/2022;26,3;28,8;2022-07-27 17:20:00;23,4;2022-07-27 07:01:00;72;100;2022-07-27 04:00:00;57;2022-07-27 17:51:00;1009,7;1011,4;2022-07-27 06:32:00;1007,4;2022-07-27 18:10:00;2,9;13,4;2,2;201;7,7;2022-07-27 16:22:00;159;2022-07-27 16:22:00
X4;28/07/2022;27,4;31,2;2022-07-28 12:06:00;24,1;2022-07-28 06:10:00;69;100;2022-07-28 06:02:00;51;2022-07-28 12:31:00;1009,3;1010,9;2022-07-28 23:07:00;1008,1;2022-07-28 03:08:00;2,6;19,3;1,9;190;7,7;2022-07-28 12:45:00;233;2022-07-28 12:45:00
X4;29/07/2022;26,7;29,4;2022-07-29 11:10:00;25,1;2022-07-29 23:02:00;68;75;2022-07-29 02:05:00;55;2022-07-29 16:06:00;1011,8;1014,7;2022-07-29 22:54:00;1009,4;2022-07-29 04:09:00;0,3;16,8;2,2;79;10,2;2022-07-29 12:39:00;93;2022-07-29 12:39:00
X4;30/07/2022;27,4;31,4;2022-07-30 14:37:00;24,5;2022-07-30 02:22:00;56;74;2022-07-30 02:03:00;38;2022-07-30 13:41:00;1014,7;1016,5;2022-07-30 23:19:00;1013,7;2022-07-30 16:54:00;0;23,8;2,1;197;8,4;2022-07-30 15:00:00;228;2022-07-30 15:00:00
X4;31/07/2022;28,9;32,6;2022-07-31 13:00:00;25,7;2022-07-31 03:30:00;53;68;2022-07-31 03:30:00;36;2022-07-31 13:31:00;1013,7;1015,9;2022-07-31 00:00:00;1012,3;2022-07-31 17:49:00;0;27,2;2,1;211;7,9;2022-07-31 13:34:00;205;2022-07-31 13:34:00
X4;01/08/2022;30,3;34,3;2022-08-01 12:42:00;26,6;2022-08-01 04:38:00;46;61;2022-08-01 06:07:00;29;2022-08-01 12:38:00;1012,3;1013,3;2022-08-01 10:12:00;1011,1;2022-08-01 16:45:00;0;27,4;2,1;215;8,2;2022-08-01 14:33:00;202;2022-08-01 14:33:00
X4;02/08/2022;30,6;34,2;2022-08-02 10:33:00;28,3;2022-08-02 04:42:00;48;59;2022-08-02 20:30:00;32;2022-08-02 10:37:00;1011,4;1012,3;2022-08-02 10:08:00;1010,1;2022-08-02 16:34:00;0;27,3;2,3;233;8,5;2022-08-02 14:16:00;197;2022-08-02 14:16:00
X4;03/08/2022;30,2;33,2;2022-08-03 13:48:00;27,3;2022-08-03 05:00:00;48;59;2022-08-03 10:02:00;37;2022-08-03 07:40:00;1010,1;1011,5;2022-08-03 20:35:00;1009,3;2022-08-03 04:30:00;0;27,5;2,3;247;7,9;2022-08-03 11:44:00;238;2022-08-03 11:44:00
X4;04/08/2022;29,7;33,3;2022-08-04 12:37:00;27,1;2022-08-04 04:49:00;56;81;2022-08-04 23:41:00;38;2022-08-04 12:32:00;1010,6;1011,5;2022-08-04 23:30:00;1009,8;2022-08-04 17:30:00;0;27,2;2,2;224;8,4;2022-08-04 12:47:00;186;2022-08-04 12:47:00
X4;05/08/2022;27,8;32;2022-08-05 14:50:00;20,2;2022-08-05 16:01:00;62;100;2022-08-05 16:00:00;43;2022-08-05 20:02:00;1011,6;1014,1;2022-08-05 16:09:00;1010,5;2022-08-05 03:00:00;10,7;22,2;2,1;187;13;2022-08-05 15:34:00;46;2022-08-05 15:34:00
X4;06/08/2022;29,3;33,2;2022-08-06 13:58:00;25;2022-08-06 04:34:00;50;72;2022-08-06 21:24:00;34;2022-08-06 10:13:00;1012,2;1013,5;2022-08-06 10:19:00;1011;2022-08-06 22:18:00;0;25,7;1,9;206;8,6;2022-08-06 15:15:00;227;2022-08-06 15:15:00
